TTSRec00544|He may anticipate the day of his death.
TTSRec00545|The Italian rancho was a bachelor establishment.
TTSRec00546|I lost my balance and pitched head foremost into the ooze.
TTSRec00547|Men like Joe Goose dated existence from drunk to drunk.
TTSRec00548|Also, churches and preachers I had never known.
TTSRec00549|Do you know that we weigh every pound of coal we burn.
TTSRec00550|This also became part of the daily schedule.
TTSRec00551|All an appearance can know is mirage.
TTSRec00552|Yet he dreams he is immortal, I argue feebly.
TTSRec00553|I am writing these lines in Honolulu, Hawaii.
TTSRec00554|Jack London, Waikiki Beach, Honolulu, Oahu.
TTSRec00555|Jerry was so secure in his nook that he did not roll away.
TTSRec00556|Why, he's bought forty pounds of goods from you already.
TTSRec00557|The last refugee had passed.
TTSRec00558|And the foundation stone of service, in his case, was obedience.
TTSRec00559|Peace be unto you and grace before the Lord.
TTSRec00560|His mouth opened; words shaped vainly on his lips.
TTSRec00561|Bill lingered, contemplating his work with artistic appreciation.
TTSRec00562|What the flaming.
TTSRec00563|Mrs McFee's jaws brought together with a snap.
TTSRec00564|Then it is as I said, Womble announced with finality.
TTSRec00565|With them were Indians, also three other men.
TTSRec00566|Dennin's hands were released long enough for him to sign the document.
TTSRec00567|Now Irvine was a man of impulse, a poet.
TTSRec00568|He was just bursting with joy, joy over what.
TTSRec00569|At Lake Linderman I had one canoe, very good Peterborough canoe.
TTSRec00570|Behind him lay the thousand-years-long road across all Siberia and Russia.
TTSRec00571|He had forgotten to build a fire and thaw out.
TTSRec00572|I never saw anything like her in my life.
TTSRec00573|There was no law on the Yukon save what they made for themselves.
TTSRec00574|Good business man, Curly, O'Brien was saying.
TTSRec00575|There weren't any missions, and he was the man to know.
TTSRec00576|And the big Persian knew of his existence before he did of hers.
TTSRec00577|Once the jews harp began emitting its barbaric rhythms, Michael was helpless.
TTSRec00578|But we'll just postpone this.
TTSRec00579|There was the Emma Louisa.
TTSRec00580|This is my fifth voyage.
TTSRec00581|It was this proposition that started the big idea in Daughtry's mind.
TTSRec00582|Daughtry elaborated on the counting trick by bringing Cocky along.
TTSRec00583|Enjoy it he did, but principally for Steward's sake.
TTSRec00584|I have long noted your thirst unquenchable.
TTSRec00585|Wonder if he's a lion dog, Charles suggested.
TTSRec00586|We don't see ourselves as foolish.
TTSRec00587|He had comparatively no advantages at first.
TTSRec00588|He had proved it today, with his amateurish and sophomoric productions.
TTSRec00589|I was sick once -- typhoid.
TTSRec00590|In a way he is my protege.
TTSRec00591|We are both children together.
TTSRec00592|It's only his indigestion I find fault with.
TTSRec00593|She'd make a good wife for the cashier.
TTSRec00594|Gad, do I remember it.
TTSRec00595|You got out by fighting, and I through a pretty girl.
TTSRec00596|I can see that knife now.
TTSRec00597|When I can't see beauty in woman I want to die.
TTSRec00598|His slim fingers closed like steel about Philip's.
TTSRec00599|He seized Gregson by the arm and led him to the door.
TTSRec00600|Hear the Indian dogs wailing down at Churchill.
TTSRec00601|Burke himself had criticized it because of the smile.
TTSRec00602|I'd say there was going to be a glorious scrap.
TTSRec00603|He turned the map to Gregson, pointing with his finger.
TTSRec00604|His eyes never took themselves for an instant from his companion's face.
TTSRec00605|Something that Whittemore had not yet said thrilled him.
TTSRec00606|Lakes and rivers, hundreds of them, thousands of them.
TTSRec00607|Whitefish, Gregson, whitefish and trout.
TTSRec00608|They robbed me a few years later.
TTSRec00609|He chuckled as he pulled out his pipe and began filling it.
TTSRec00610|Everything was working smoothly, better than I had expected.
TTSRec00611|I was completely lost in my work.
TTSRec00612|His slim hands gripped the edges of the table.
TTSRec00613|He made no reply as he waited for Whittemore to continue.
TTSRec00614|Philip dropped back into his chair.
TTSRec00615|If I was out of the game it would be easily made.
TTSRec00616|MacDougall, my engineer, believes it.
TTSRec00617|It is growing, every day, every hour.
TTSRec00618|Now, you understand.
TTSRec00619|You have associated with some of these men.
TTSRec00620|And there's no chivalry, no quarter shown in this fight.
TTSRec00621|Lord Fitzhugh is the key to the whole situation.
TTSRec00622|All operations have been carried on from Montreal and Toronto.
TTSRec00623|Gregson held a lighted match until it burnt his fingertips.
TTSRec00624|Gregson had seated himself under the lamp and was sharpening a pencil.
TTSRec00625|He caught himself with a jerk.
TTSRec00626|How does your wager look now.
TTSRec00627|He confessed that the sketch had startled him.
TTSRec00628|After all, the picture was only a resemblance.
TTSRec00629|He wondered, too, where Roscoe was.
TTSRec00630|Philip knew that she was not an Indian.
TTSRec00631|In her haste to get away she had forgotten these things.
TTSRec00632|Philip took a step toward Gregson, half determined to awaken him.
TTSRec00633|The thought set his blood tingling.
TTSRec00634|But if Pierre did not return, until tomorrow.
TTSRec00635|Ten minutes had not elapsed since he had dropped the handkerchief.
TTSRec00636|It won't be for sale.
TTSRec00637|For a few moments he ate in silence.
TTSRec00638|Philip did not pursue the subject.
TTSRec00639|Philip produced a couple of cigars and took a chair opposite him.
TTSRec00640|Suppose you saw me at work through the window.
TTSRec00641|He looked like one who had passed through an uncomfortable hour or two.
TTSRec00642|There was nothing more, except a large ink blot under the words.
TTSRec00643|All this day Gregson remained in the cabin.
TTSRec00644|The sixth day he spent in the cabin with Gregson.
TTSRec00645|The flush was gone from her face.
TTSRec00646|That is why I am, am rattled, he laughed.
TTSRec00647|He understood the meaning of the look.
TTSRec00648|She was even more beautiful than when I saw her, before.
TTSRec00649|I'll give a thousand if you produce her, retorted Gregson.
TTSRec00650|They have won popular sentiment through the newspapers.
TTSRec00651|We must achieve our own salvation.
TTSRec00652|In moments of mental energy Philip was restless.
TTSRec00653|He would keep his faith with Gregson for the promised day or two.
TTSRec00654|Something about it seemed to fascinate him, to challenge his presence.
TTSRec00655|Now it was missing from the wall.
TTSRec00656|He boiled himself some coffee and sat down to wait.
TTSRec00657|I'm going down there with you, and I'm going to fight.
TTSRec00658|Now have you got anything to say against me, Mr Philip.
TTSRec00659|If I meet her again I shall apologize, said Eileen.
TTSRec00660|Below him the shadow was broken into a pool of rippling starlight.
TTSRec00661|Only the chance sound had led him to observe them.
TTSRec00662|Could the incident have anything to do with Jeanne and Pierre.
TTSRec00663|There was no chance to fire without hitting him.
TTSRec00664|There was no answer from the other side.
TTSRec00665|Then he hastened on, as Pierre had guided him.
TTSRec00666|With these arguments he convinced himself that he should go on alone.
TTSRec00667|Yet, behind them there was another and more powerful motive.
TTSRec00668|In that case he could not miss them, if he used caution.
TTSRec00669|Before Philip could recover himself Jeanne's startled guards were upon him.
TTSRec00670|It is the nearest refuge.
TTSRec00671|There was pride and strength, the ring of triumph in his voice.
TTSRec00672|The truth of it set Jeanne quivering.
TTSRec00673|Tomorrow it will be strong enough for you to stand upon.
TTSRec00674|You were going to leave after you saw me on the rock.
TTSRec00675|He bit his tongue, and cursed himself at this fresh break.
TTSRec00676|In it there was something that was almost tragedy.
TTSRec00677|Your face is red with blood.
TTSRec00678|Her eyes smiled truth at him as he came up the bank.
TTSRec00679|He can care for himself.
TTSRec00680|They will search for us between their camp and Churchill.
TTSRec00681|Until I die, he exclaimed.
TTSRec00682|Her beautiful hair was done up in shining coils.
TTSRec00683|The Churchill narrowed and its current became swifter as they progressed.
TTSRec00684|For a full half minute Jeanne looked at him without speaking.
TTSRec00685|I want to die in it.
TTSRec00686|Darkness hid him from Jeanne.
TTSRec00687|And yet if she came he had no words to say.
TTSRec00688|He heard a sound which brought him quickly into consciousness of day.
TTSRec00689|Within himself he called it no longer his own.
TTSRec00690|Besides, that noise makes me deaf.
TTSRec00691|Philip looked back from the crest and saw Jeanne leaning over the canoe.
TTSRec00692|Fifty yards ahead of her were the first of the rocks.
TTSRec00693|There was one chance, and only one, of saving Jeanne.
TTSRec00694|You're a devil for fighting, and will surely win.
TTSRec00695|I'll only be in the way.
TTSRec00696|He lifted his eyes, and a strange cry burst from his lips.
TTSRec00697|Shooting pains passed like flashes of electricity through his body.
TTSRec00698|I know that you are in charge there, and Jeanne knows.
TTSRec00699|For a full minute the two men stared into each other's face.
TTSRec00700|He was sure, now, of but few things.
TTSRec00701|It was a miracle, and I owe you my life.
TTSRec00702|Philip ate lightly of the food which Pierre had ready for him.
TTSRec00703|Such men believe, when they come together.
TTSRec00704|The journey was continued at dawn.
TTSRec00705|Jeanne and Pierre both gazed toward the great rock.
TTSRec00706|There was something pathetic in the girl's attitude now.
TTSRec00707|He moved his position, and the illusion was gone.
TTSRec00708|For two hours not a word passed between them.
TTSRec00709|I have hunted along this ridge, replied Philip.
TTSRec00710|That's Thorpe's, said the young engineer.
TTSRec00711|We saw your light, and thought you wouldn't mind a call.
TTSRec00712|Billinger may arrive in time.
TTSRec00713|There's the hitch, replied Thorpe, rolling a cigarette.
TTSRec00714|I want my men to work by themselves.
TTSRec00715|Philip saw MacDougall soon after his short talk with Thorpe.
TTSRec00716|Neither could they understand the growing disaffection among Thorpe's men.
TTSRec00717|Two weeks passed, and in that time Thorpe left camp three times.
TTSRec00718|It was the third or fourth time that Philip had heard MacDougall swear.
TTSRec00719|Blood was oozing slowly from the wounded man's right breast.
TTSRec00720|He destroyed everything that had belonged to the woman.
TTSRec00721|Philip bent low over Pierre.
TTSRec00722|Did Thorpe go to see any one in Churchill.
TTSRec00723|She saw the answer in his face.
TTSRec00724|Thorpe and his men were to destroy this camp, and kill you.
TTSRec00725|There is no need of further detail, now -- for you can understand.
TTSRec00726|There followed a roar that shook the earth.
TTSRec00727|Blind with rage, he darted in.
TTSRec00728|In it was the joy of life.
TTSRec00729|Swiftly his eyes measured the situation.
TTSRec00730|But this little defect did not worry him.
TTSRec00731|And then, steadily, he began to chew.
TTSRec00732|Together they ate the rabbit.
TTSRec00733|They edged nearer, and stood shoulder to shoulder facing their world.
TTSRec00734|It was beating and waiting in the ambush of those black pits.
TTSRec00735|Something vastly more thrilling had come into it now.
TTSRec00736|It took him half an hour to reach the edge of it.
TTSRec00737|But there was no longer the mother yearning in his heart.
TTSRec00738|Besides, had he not whipped the big owl in the forest.
TTSRec00739|After all, it was simply a mistake in judgment.
TTSRec00740|Had it struck squarely it would have killed him.
TTSRec00741|The Indian even poked his stick into the thick ground spruce.
TTSRec00742|Pebbles and dirt flew along with hair and fur.
TTSRec00743|And he was filled with a strange and foreboding fear.
TTSRec00744|It was steel, a fisher trap.
TTSRec00745|OW, a wild dog, he growled.
TTSRec00746|He was a pariah; a wanderer without a friend or a home.
TTSRec00747|That is the strange part of it.
TTSRec00748|His freshly caught furs he flung to the floor.
TTSRec00749|For that reason Le Beau had chosen him to fight the big fight.
TTSRec00750|In the crib the baby sat up and began to prattle.
TTSRec00751|She obeyed, shrinking back with the baby in her arms.
TTSRec00752|His teeth shut with a last click.
TTSRec00753|It was over when he made his way through the ring of spectators.
TTSRec00754|In a flash he was on his feet, facing him.
TTSRec00755|He thought he saw a shudder pass through the Factor's shoulders.
TTSRec00756|The moon had already begun its westward decline.
TTSRec00757|They laughed like two happy children.
TTSRec00758|He pulled, and the log crashed down to break his back.
TTSRec00759|Fast, but endure.
TTSRec00760|A little before dawn of the day following, the fire relief came.
TTSRec00761|The Indian felt the worship of her warm in his heart.
TTSRec00762|He drew in a deep breath as he looked at them.
TTSRec00763|Then he shouted, Shut up.
TTSRec00764|He changed his seat for a steamer reclining chair.
TTSRec00765|On the far corner of the compound fence a hawk brooded.
TTSRec00766|To these he gave castor oil.
TTSRec00767|Hatred and murder and lust for revenge they possessed to overflowing.
TTSRec00768|Sheldon glanced at the thermometer.
TTSRec00769|I'll see to poor Hughie.
TTSRec00770|Her gray eyes were flashing, and her lips were quivering.
TTSRec00771|Also, I want information.
TTSRec00772|Let them go out and eat with my boys.
TTSRec00773|I, I beg pardon, he drawled.
TTSRec00774|And you preferred a cannibal isle and a cartridge belt.
TTSRec00775|I was in New York when the crash came.
TTSRec00776|No, I did not fall among thieves.
TTSRec00777|Such things in her brain were like so many oaths on her lips.
TTSRec00778|Your being wrecked here has been a godsend to me.
TTSRec00779|I can't go elsewhere, by your own account.
TTSRec00780|Her achievements with cocoanuts were a revelation.
TTSRec00781|He glanced down at her helplessly, and moistened his lips.
TTSRec00782|That is what distinguishes all of us from the lower animals.
TTSRec00783|Idealism led him to philosophic anarchy, and his family threw him off.
TTSRec00784|He also contended that better confidence was established by carrying no weapons.
TTSRec00785|Outsiders are allowed five minute speeches, the sick man urged.
TTSRec00786|So was Packard's finish suicide.
TTSRec00787|Joan cried, with shining eyes.
TTSRec00788|Nobody knows how the natives got them.
TTSRec00789|How can you manage all alone, Mr Young.
TTSRec00790|The planters are already considering the matter.
TTSRec00791|I use great trouble advisedly.
TTSRec00792|Dear Sir, Your second victim has fallen on schedule time.
TTSRec00793|We leave the eventuality to time and law.
TTSRec00794|I also understand that similar branch organizations have made their appearance in Europe.
TTSRec00795|Society is shaken to its foundations.
TTSRec00796|A month in Australia would finish me.
TTSRec00797|Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.
TTSRec00798|You were destroying my life.
TTSRec00799|Horses and rifles had been her toys, camp and trail her nursery.
TTSRec00800|I'm as good as a man, she urged.
TTSRec00801|You read the quotations in today's paper.
TTSRec00802|He's terribly touchy about his black wards, as he calls them.
TTSRec00803|Whatever he guessed he locked away in the taboo room of Naomi.
TTSRec00804|This is eighteen eighty.
TTSRec00805|Death is and has been ever since old Maui died.
TTSRec00806|Some boy, she laughed acquiescence.
TTSRec00807|Let us talk it over and find a way out.
TTSRec00808|It is a good property, and worth more than that.
TTSRec00809|I wish you were more adaptable, Joan retorted.
TTSRec00810|Such is my passage engaged on the steamer.
TTSRec00811|The issue was not in doubt.
TTSRec00812|Well, there are better men in Hawaii, that's all.
TTSRec00813|Harry Bancroft, Dave lied.
TTSRec00814|It's a Yankee, Joan cried.
TTSRec00815|He was the leader, and Tudor was his lieutenant.
TTSRec00816|They likewise are disinclined to being eaten.
TTSRec00817|But to culture the Revolution thus far had exhausted the Junta.
TTSRec00818|The President of the United States was his friend.
TTSRec00819|Your face was the personification of duplicity.
TTSRec00820|Shorty turned to their employers.
TTSRec00821|You were engaged.
TTSRec00822|I saw it all myself, and it was splendid.
TTSRec00823|Now run along, and tell them to hurry.
TTSRec00824|What's that grub-thief got to do with it.
TTSRec00825|It was a superb picture.
TTSRec00826|So she said, the irate skipper dashed on.
TTSRec00827|And watch out for wet feet, was his parting advice.
TTSRec00828|Raoul yelled, in order to make himself heard.
TTSRec00829|Oolong was two hundred and fifty miles from the nearest land.
TTSRec00830|They just lay off in the bush and plugged away.
TTSRec00831|The very thought of the effort to swim over was nauseating.
TTSRec00832|And there was a dog that barked.
TTSRec00833|There are four, all low, McCoy answered.
TTSRec00834|The women they carried away with them to the Big Valley.
TTSRec00835|The Japanese understood as we could never school ourselves or hope to understand.
TTSRec00836|They had been on the same lay as ourselves.
TTSRec00837|You are positively soulless, he said savagely.
TTSRec00838|Harrison is still my chauffeur.
TTSRec00839|The boy grew and prospered.
TTSRec00840|He wanted to give the finish to this foe already so far gone.
TTSRec00841|Exciting times are the lot of the fish patrol.
TTSRec00842|I know they are my oysters.
TTSRec00843|By this time Charley was as enraged as the Greek.
TTSRec00844|They must have been swept away by the chaotic currents.
TTSRec00845|It resembled tea less than lager beer resembles champagne.
TTSRec00846|The very opposite is true; they are discouraged vagabonds.
TTSRec00847|At the same time spears and arrows began to fall among the invaders.
TTSRec00848|Then, again, Tudor had such an irritating way about him.
TTSRec00849|Outwardly, he maintained a calm and smiling aspect.
TTSRec00850|Tudor surveyed him with withering disgust.
TTSRec00851|You fired me out of your house, in short.
TTSRec00852|Her mouth opened, but instead of speaking she drew a long sigh.
TTSRec00853|It's worth eight dollars.
TTSRec00854|And he did hurt my arm.
TTSRec00855|Saxon's onto her job.
TTSRec00856|Only once did I confide the strangeness of it all to another.
TTSRec00857|But this time it was Saxon who rebelled.
TTSRec00858|I was not to cry out in the face of fear.
TTSRec00859|And now put yourself in my place for a moment.
TTSRec00860|The boy threw back his head with pride.
TTSRec00861|Saxon nodded, and the boy frowned.
TTSRec00862|Why not like any railroad station or ferry depot.
TTSRec00863|We could throw stones with our feet.
TTSRec00864|It was put together in a casual, helter-skelter sort of way.
TTSRec00865|These were merely stout sticks an inch or so in diameter.
TTSRec00866|Then it was that a strange thing happened.
TTSRec00867|From the source of light a harsh voice said.
TTSRec00868|But I did not enjoy it long.
TTSRec00869|We were now good friends.
TTSRec00870|Two of the Folk were already up.
TTSRec00871|Now animals do not like mockery.
TTSRec00872|He gave one last snarl and slid from view among the trees.
TTSRec00873|Again the girls applauded, and Mrs Hall cried.
TTSRec00874|Just the same I'd sooner be myself than have book indigestion.
TTSRec00875|Some of the smaller veins had doubtless been ruptured.
TTSRec00876|But we were without this momentum.
TTSRec00877|There was one difficulty, however.
TTSRec00878|The hyena proceeded to dine.
TTSRec00879|The time was considered auspicious.
TTSRec00880|Or have they already devised one.
TTSRec00881|We would not spend another such night.
TTSRec00882|At first his progress was slow and erratic.
